scrape_date,timestamp,NAV
2021-09-09,1562716800000,102.449
2021-09-09,1562803200000,102.3911
2021-09-09,1562889600000,102.3691
2021-09-09,1563148800000,102.4886
2021-09-09,1563235200000,102.4562
2021-09-09,1563321600000,102.4392
2021-09-09,1563408000000,102.3708
2021-09-09,1563494400000,102.3809
2021-09-09,1563753600000,102.3489
2021-09-09,1563840000000,102.3625
2021-09-09,1563926400000,102.5411
2021-09-09,1564012800000,102.5827
2021-09-09,1564099200000,102.564
2021-09-09,1564358400000,102.692
2021-09-09,1564444800000,102.596
2021-09-09,1564531200000,102.577
2021-09-09,1564617600000,102.451
2021-09-09,1564704000000,102.29
2021-09-09,1564963200000,101.856
2021-09-09,1565049600000,101.784
2021-09-09,1565136000000,101.794
2021-09-09,1565222400000,102.049
2021-09-09,1565308800000,102.048
2021-09-09,1565568000000,101.974
2021-09-09,1565654400000,102.004
2021-09-09,1565740800000,101.862
2021-09-09,1565827200000,101.8421
2021-09-09,1565913600000,101.9943
2021-09-09,1566172800000,102.1675
2021-09-09,1566259200000,102.2035
2021-09-09,1566345600000,102.269
2021-09-09,1566432000000,102.2161
2021-09-09,1566518400000,102.153
2021-09-09,1566777600000,102.0471
2021-09-09,1566864000000,102.0841
2021-09-09,1566950400000,102.143
2021-09-09,1567036800000,102.323
2021-09-09,1567123200000,102.417
2021-09-09,1567209600000,102.413
2021-09-09,1567382400000,102.484
2021-09-09,1567468800000,102.477
2021-09-09,1567555200000,102.5963
2021-09-09,1567641600000,102.694
2021-09-09,1567728000000,102.811
2021-09-09,1567987200000,102.7949
2021-09-09,1568073600000,102.634
2021-09-09,1568160000000,102.771
2021-09-09,1568246400000,102.95
2021-09-09,1568332800000,102.863
2021-09-09,1568592000000,102.7887
2021-09-09,1568678400000,102.889
2021-09-09,1568764800000,102.909
2021-09-09,1568851200000,103.003
2021-09-09,1568937600000,103.038
2021-09-09,1569196800000,103.0324
2021-09-09,1569283200000,103.0891
2021-09-09,1569369600000,102.8148
2021-09-09,1569456000000,102.864
2021-09-09,1569542400000,102.916
2021-09-09,1569801600000,102.872
2021-09-09,1569888000000,102.856
2021-09-09,1569974400000,102.5439
2021-09-09,1570060800000,102.537
2021-09-09,1570147200000,102.734
2021-09-09,1570406400000,102.806
2021-09-09,1570492800000,102.5775
2021-09-09,1570579200000,102.5388
2021-09-09,1570665600000,102.5742
2021-09-09,1570752000000,102.6782
2021-09-09,1571011200000,102.7128
2021-09-09,1571097600000,102.8098
2021-09-09,1571184000000,102.8821
2021-09-09,1571270400000,102.9427
2021-09-09,1571356800000,102.9394
2021-09-09,1571616000000,102.8469
2021-09-09,1571702400000,102.976
2021-09-09,1571788800000,102.976
2021-09-09,1571875200000,103.0442
2021-09-09,1571961600000,103.026
2021-09-09,1572220800000,103.0735
2021-09-09,1572307200000,103.079
2021-09-09,1572393600000,103.1128
2021-09-09,1572480000000,103.225
2021-09-09,1572566400000,103.3346
2021-09-09,1572825600000,103.391
2021-09-09,1572912000000,103.319
2021-09-09,1572998400000,103.402
2021-09-09,1573084800000,103.367
2021-09-09,1573171200000,103.312
2021-09-09,1573430400000,103.289
2021-09-09,1573516800000,103.3063
2021-09-09,1573603200000,103.3121
2021-09-09,1573689600000,103.3358
2021-09-09,1573776000000,103.46
2021-09-09,1574035200000,103.553
2021-09-09,1574121600000,103.535
2021-09-09,1574208000000,103.5252
2021-09-09,1574294400000,103.384
2021-09-09,1574380800000,103.3494
2021-09-09,1574640000000,103.561
2021-09-09,1574726400000,103.675
2021-09-09,1574812800000,103.677
2021-09-09,1574899200000,103.928
2021-09-09,1574985600000,103.861
2021-09-09,1575072000000,103.858
2021-09-09,1575244800000,103.672
2021-09-09,1575331200000,103.552
2021-09-09,1575417600000,103.581
2021-09-09,1575504000000,103.595
2021-09-09,1575590400000,103.729
2021-09-09,1575849600000,103.8168
2021-09-09,1575936000000,103.834
2021-09-09,1576022400000,103.884
2021-09-09,1576108800000,103.9393
2021-09-09,1576195200000,104.059
2021-09-09,1576454400000,104.1423
2021-09-09,1576540800000,104.309
2021-09-09,1576627200000,104.272
2021-09-09,1576713600000,104.297
2021-09-09,1576800000000,104.388
2021-09-09,1577059200000,104.481
2021-09-09,1577404800000,104.604
2021-09-09,1577664000000,104.516
2021-09-09,1577750400000,104.479
2021-09-09,1577923200000,104.6262
2021-09-09,1578009600000,104.62
2021-09-09,1578268800000,104.6296
2021-09-09,1578355200000,104.652
2021-09-09,1578441600000,104.5828
2021-09-09,1578528000000,104.7433
2021-09-09,1578614400000,104.8819
2021-09-09,1578873600000,104.941
2021-09-09,1578960000000,104.966
2021-09-09,1579046400000,105.108
2021-09-09,1579132800000,105.1495
2021-09-09,1579219200000,105.263
2021-09-09,1579478400000,105.337
2021-09-09,1579564800000,105.322
2021-09-09,1579651200000,105.395
2021-09-09,1579737600000,105.3184
2021-09-09,1579824000000,105.3819
2021-09-09,1580083200000,105.026
2021-09-09,1580169600000,105.017
2021-09-09,1580256000000,105.192
2021-09-09,1580342400000,104.924
2021-09-09,1580428800000,104.881
2021-09-09,1580688000000,104.873
2021-09-09,1580774400000,105.025
2021-09-09,1580860800000,105.195
2021-09-09,1580947200000,105.429
2021-09-09,1581033600000,105.4496
2021-09-09,1581292800000,105.408
2021-09-09,1581379200000,105.5663
2021-09-09,1581465600000,105.5907
2021-09-09,1581552000000,105.5436
2021-09-09,1581638400000,105.49
2021-09-09,1581897600000,105.5185
2021-09-09,1581984000000,105.5774
2021-09-09,1582070400000,105.546
2021-09-09,1582156800000,105.5253
2021-09-09,1582243200000,105.5545
2021-09-09,1582502400000,105.114
2021-09-09,1582588800000,104.73
2021-09-09,1582675200000,104.399
2021-09-09,1582761600000,103.935
2021-09-09,1582848000000,103.0636
2021-09-09,1582934400000,103.0606
2021-09-09,1583107200000,103.222
2021-09-09,1583193600000,103.798
2021-09-09,1583280000000,103.855
2021-09-09,1583366400000,104.083
2021-09-09,1583452800000,103.5449
2021-09-09,1583712000000,102.516
2021-09-09,1583798400000,101.429
2021-09-09,1583884800000,101.282
2021-09-09,1583971200000,99.563
2021-09-09,1584057600000,98.573
2021-09-09,1584316800000,98.073
2021-09-09,1584403200000,97.16
2021-09-09,1584489600000,95.755
2021-09-09,1584576000000,95.027
2021-09-09,1584662400000,95.126
2021-09-09,1584921600000,94.925
2021-09-09,1585008000000,95.161
2021-09-09,1585094400000,96.273
2021-09-09,1585180800000,97.161
2021-09-09,1585267200000,97.603
2021-09-09,1585526400000,97.592
2021-09-09,1585612800000,97.4978
2021-09-09,1585699200000,96.905
2021-09-09,1585785600000,96.731
2021-09-09,1585872000000,96.681
2021-09-09,1586131200000,96.846
2021-09-09,1586217600000,97.863
2021-09-09,1586304000000,97.819
2021-09-09,1586822400000,99.158
2021-09-09,1586908800000,99.104
2021-09-09,1586995200000,98.858
2021-09-09,1587081600000,99.14
2021-09-09,1587340800000,99.381
2021-09-09,1587427200000,98.827
2021-09-09,1587513600000,98.669
2021-09-09,1587600000000,98.964
2021-09-09,1587686400000,98.947
2021-09-09,1587945600000,99.283
2021-09-09,1588032000000,99.556
2021-09-09,1588118400000,99.765
2021-09-09,1588204800000,99.964
2021-09-09,1588291200000,99.6597
2021-09-09,1588550400000,99.4649
2021-09-09,1588636800000,99.4576
2021-09-09,1588723200000,99.3522
2021-09-09,1588809600000,99.3782
2021-09-09,1589155200000,99.7055
2021-09-09,1589241600000,99.7994
2021-09-09,1589328000000,99.425
2021-09-09,1589414400000,99.0842
2021-09-09,1589500800000,99.2266
2021-09-09,1589760000000,99.7379
2021-09-09,1589846400000,100.041
2021-09-09,1589932800000,100.1389
2021-09-09,1590364800000,100.1198
2021-09-09,1590451200000,100.588
2021-09-09,1590537600000,100.6882
2021-09-09,1590624000000,101.0702
2021-09-09,1590710400000,101.0344
2021-09-09,1591056000000,101.59
2021-09-09,1591142400000,102.0915
2021-09-09,1591228800000,102.2834
2021-09-09,1591574400000,102.9635
2021-09-09,1591660800000,103.1006
2021-09-09,1591747200000,102.92
2021-09-09,1591833600000,102.24
2021-09-09,1591920000000,101.64
2021-09-09,1592179200000,101.61
2021-09-09,1592265600000,102.26
2021-09-09,1592352000000,102.5
2021-09-09,1592438400000,102.42
2021-09-09,1592524800000,102.51
2021-09-09,1592784000000,102.08
2021-09-09,1592870400000,102.21
2021-09-09,1592956800000,101.85
2021-09-09,1593043200000,101.65
2021-09-09,1593129600000,101.72
2021-09-09,1593388800000,101.62
2021-09-09,1593475200000,101.84
2021-09-09,1593561600000,101.96
2021-09-09,1593648000000,102.27
2021-09-09,1593734400000,102.56
2021-09-09,1593993600000,102.91
2021-09-09,1594080000000,102.89
2021-09-09,1594166400000,102.66
2021-09-09,1594252800000,102.57
2021-09-09,1594339200000,102.6
2021-09-09,1594598400000,102.77
2021-09-09,1594684800000,102.68
2021-09-09,1594771200000,102.98
2021-09-09,1594857600000,103.03
2021-09-09,1594944000000,103.1
2021-09-09,1595203200000,103.43
2021-09-09,1595289600000,103.71
2021-09-09,1595376000000,103.7
2021-09-09,1595462400000,103.82
2021-09-09,1595548800000,103.75
2021-09-09,1595808000000,103.8
2021-09-09,1595894400000,103.77
2021-09-09,1595980800000,104.05
2021-09-09,1596067200000,103.98
2021-09-09,1596153600000,103.97
2021-09-09,1596412800000,104.06
2021-09-09,1596499200000,104.22
2021-09-09,1596585600000,104.49
2021-09-09,1596672000000,104.55
2021-09-09,1596758400000,104.59
2021-09-09,1597017600000,104.68
2021-09-09,1597104000000,104.83
2021-09-09,1597190400000,104.92
2021-09-09,1597276800000,104.87
2021-09-09,1597363200000,104.7
2021-09-09,1597622400000,104.78
2021-09-09,1597708800000,104.83
2021-09-09,1597795200000,104.82
2021-09-09,1597881600000,104.8
2021-09-09,1597968000000,104.97
2021-09-09,1598227200000,105.2
2021-09-09,1598313600000,105.33
2021-09-09,1598400000000,105.36
2021-09-09,1598486400000,105.45
2021-09-09,1598572800000,105.5
2021-09-09,1598832000000,105.5
2021-09-09,1598918400000,105.52
2021-09-09,1599004800000,105.7
2021-09-09,1599091200000,105.67
2021-09-09,1599177600000,105.2
2021-09-09,1599436800000,105.25
2021-09-09,1599523200000,104.91
2021-09-09,1599609600000,105.03
2021-09-09,1599696000000,105.02
2021-09-09,1599782400000,104.86
2021-09-09,1600041600000,105.19
2021-09-09,1600128000000,105.37
2021-09-09,1600214400000,105.41
2021-09-09,1600300800000,105.24
2021-09-09,1600387200000,105.08
2021-09-09,1600646400000,104.5
2021-09-09,1600732800000,104.43
2021-09-09,1600819200000,104.25
2021-09-09,1600905600000,103.94
2021-09-09,1600992000000,104.08
2021-09-09,1601251200000,104.51
2021-09-09,1601337600000,104.64
2021-09-09,1601424000000,104.72
2021-09-09,1601510400000,104.86
2021-09-09,1601596800000,104.78
2021-09-09,1601856000000,105.05
2021-09-09,1601942400000,105.1
2021-09-09,1602028800000,105.16
2021-09-09,1602115200000,105.45
2021-09-09,1602201600000,105.92
2021-09-09,1602460800000,106.1
2021-09-09,1602547200000,106.11
2021-09-09,1602633600000,106.05
2021-09-09,1602720000000,105.84
2021-09-09,1602806400000,105.92
2021-09-09,1603065600000,105.8388
2021-09-09,1603152000000,105.7336
2021-09-09,1603238400000,105.6263
2021-09-09,1603324800000,105.544
2021-09-09,1603411200000,105.6743
2021-09-09,1603670400000,105.422
2021-09-09,1603756800000,105.3922
2021-09-09,1603843200000,104.7563
2021-09-09,1603929600000,104.5821
2021-09-09,1604016000000,104.4699
2021-09-09,1604275200000,104.6477
2021-09-09,1604361600000,105.1856
2021-09-09,1604448000000,105.636
2021-09-09,1604534400000,106.1762
2021-09-09,1604620800000,106.2721
2021-09-09,1604880000000,106.6647
2021-09-09,1604966400000,106.6731
2021-09-09,1605052800000,106.8505
2021-09-09,1605139200000,106.8537
2021-09-09,1605225600000,106.9277
2021-09-09,1605484800000,107.3343
2021-09-09,1605571200000,107.4757
2021-09-09,1605657600000,107.4321
2021-09-09,1605744000000,107.3497
2021-09-09,1605830400000,107.4354
2021-09-09,1606089600000,107.4545
2021-09-09,1606176000000,107.8228
2021-09-09,1606262400000,107.9874
2021-09-09,1606348800000,107.9433
2021-09-09,1606435200000,108.0893
2021-09-09,1606694400000,107.9113
2021-09-09,1606780800000,108.1717
2021-09-09,1606867200000,108.1658
2021-09-09,1606953600000,108.303
2021-09-09,1607040000000,108.4295
2021-09-09,1607299200000,108.5529
2021-09-09,1607385600000,108.5943
2021-09-09,1607472000000,108.5443
2021-09-09,1607558400000,108.5482
2021-09-09,1607644800000,108.5093
2021-09-09,1607904000000,108.5931
2021-09-09,1607990400000,108.6165
2021-09-09,1608076800000,108.7945
2021-09-09,1608163200000,108.939
2021-09-09,1608249600000,108.8503
2021-09-09,1608508800000,108.717
2021-09-09,1608595200000,108.6582
2021-09-09,1608681600000,108.7394
2021-09-09,1609113600000,108.8266
2021-09-09,1609200000000,108.9627
2021-09-09,1609286400000,109.108
2021-09-09,1609372800000,109.2347
2021-09-09,1609718400000,109.3408
2021-09-09,1609804800000,109.3857
2021-09-09,1609891200000,109.4796
2021-09-09,1609977600000,109.671
2021-09-09,1610064000000,109.9605
2021-09-09,1610323200000,109.8099
2021-09-09,1610409600000,110.0116
2021-09-09,1610496000000,110.0503
2021-09-09,1610582400000,110.1796
2021-09-09,1610668800000,110.0496
2021-09-09,1610928000000,109.9816
2021-09-09,1611014400000,110.1115
2021-09-09,1611100800000,110.3834
2021-09-09,1611187200000,110.5101
2021-09-09,1611273600000,110.4142
2021-09-09,1611532800000,110.3422
2021-09-09,1611619200000,110.4485
2021-09-09,1611705600000,110.027
2021-09-09,1611792000000,110.0443
2021-09-09,1611878400000,109.752
2021-09-09,1612137600000,109.7376
2021-09-09,1612224000000,110.1125
2021-09-09,1612310400000,110.2857
2021-09-09,1612396800000,110.3877
2021-09-09,1612483200000,110.6878
2021-09-09,1612742400000,110.7886
2021-09-09,1612828800000,110.9684
2021-09-09,1612915200000,110.9749
2021-09-09,1613001600000,111.1139
2021-09-09,1613088000000,111.105
2021-09-09,1613347200000,111.2554
2021-09-09,1613433600000,111.1995
2021-09-09,1613520000000,110.9299
2021-09-09,1613606400000,110.8584
2021-09-09,1613692800000,110.8243
2021-09-09,1613952000000,110.5253
2021-09-09,1614038400000,110.5829
2021-09-09,1614124800000,110.5204
2021-09-09,1614211200000,110.3895
2021-09-09,1614297600000,109.8927
2021-09-09,1614556800000,110.2967
2021-09-09,1614643200000,110.466
2021-09-09,1614729600000,110.3141
2021-09-09,1614816000000,109.9879
2021-09-09,1614902400000,109.5659
2021-09-09,1615161600000,109.8359
2021-09-09,1615248000000,110.1935
2021-09-09,1615334400000,110.3234
2021-09-09,1615420800000,110.8666
2021-09-09,1615507200000,110.7518
2021-09-09,1615766400000,110.8965
2021-09-09,1615852800000,111.0243
2021-09-09,1615939200000,110.9459
2021-09-09,1616025600000,110.8057
2021-09-09,1616112000000,110.6579
2021-09-09,1616371200000,110.7554
2021-09-09,1616457600000,110.6168
2021-09-09,1616544000000,110.4548
2021-09-09,1616630400000,110.3107
2021-09-09,1616716800000,110.6946
2021-09-09,1616976000000,110.84
2021-09-09,1617062400000,110.8062
2021-09-09,1617148800000,110.8958
2021-09-09,1617667200000,111.421
2021-09-09,1617753600000,111.5883
2021-09-09,1617840000000,111.6444
2021-09-09,1617926400000,111.8411
2021-09-09,1618185600000,111.9453
2021-09-09,1618272000000,112.0012
2021-09-09,1618358400000,112.1033
2021-09-09,1618444800000,112.1968
2021-09-09,1618531200000,112.4388
2021-09-09,1618790400000,112.5367
2021-09-09,1618876800000,112.3086
2021-09-09,1618963200000,112.2621
2021-09-09,1619049600000,112.3646
2021-09-09,1619136000000,112.4709
2021-09-09,1619395200000,112.6135
2021-09-09,1619481600000,112.6116
2021-09-09,1619568000000,112.6265
2021-09-09,1619654400000,112.6605
2021-09-09,1620000000000,112.506
2021-09-09,1620086400000,112.4136
2021-09-09,1620172800000,112.4322
2021-09-09,1620259200000,112.6688
2021-09-09,1620345600000,112.9674
2021-09-09,1620604800000,112.9297
2021-09-09,1620691200000,112.6594
2021-09-09,1620777600000,112.0587
2021-09-09,1621209600000,112.4276
2021-09-09,1621296000000,112.7083
2021-09-09,1621382400000,112.4304
2021-09-09,1621468800000,112.4655
2021-09-09,1621555200000,112.61
2021-09-09,1621900800000,112.9983
2021-09-09,1621987200000,113.0265
2021-09-09,1622073600000,113.092
2021-09-09,1622160000000,113.1792
2021-09-09,1622419200000,113.2199
2021-09-09,1622505600000,113.2874
2021-09-09,1622592000000,113.285
2021-09-09,1622678400000,113.241
2021-09-09,1622764800000,113.3146
2021-09-09,1623024000000,113.5552
2021-09-09,1623110400000,113.6179
2021-09-09,1623196800000,113.6353
2021-09-09,1623283200000,113.6495
2021-09-09,1623369600000,113.7767
2021-09-09,1623628800000,113.9194
2021-09-09,1623715200000,113.8141
2021-09-09,1623801600000,113.7499
2021-09-09,1623888000000,113.5465
2021-09-09,1623974400000,113.3801
2021-09-09,1624233600000,113.4806
2021-09-09,1624320000000,113.5989
2021-09-09,1624406400000,113.77
2021-09-09,1624492800000,113.7494
2021-09-09,1624579200000,113.8878
2021-09-09,1624838400000,113.8798
2021-09-09,1624924800000,113.9288
2021-09-09,1625011200000,113.9481
2021-09-09,1625097600000,114.0441
2021-09-09,1625184000000,114.1348
2021-09-09,1625443200000,114.2694
2021-09-09,1625529600000,114.1461
2021-09-09,1625616000000,114.1965
2021-09-09,1625702400000,114.1501
2021-09-09,1625788800000,114.2089
2021-09-09,1626048000000,114.726
2021-09-09,1626134400000,114.7086
2021-09-09,1626220800000,114.614
2021-09-09,1626307200000,114.5715
2021-09-09,1626393600000,114.6004
2021-09-09,1626652800000,114.3799
2021-09-09,1626739200000,114.273
