scrape_date,timestamp,NAV
2021-09-09,1526256000000,100
2021-09-09,1526601600000,100.0543
2021-09-09,1526860800000,100.1159
2021-09-09,1526947200000,100.1181
2021-09-09,1527033600000,99.9769
2021-09-09,1527120000000,99.995
2021-09-09,1527206400000,100.0403
2021-09-09,1527465600000,100.0164
2021-09-09,1527552000000,99.907
2021-09-09,1527638400000,99.886
2021-09-09,1527724800000,99.9294
2021-09-09,1527811200000,99.9305
2021-09-09,1528070400000,100.0755
2021-09-09,1528156800000,100.089
2021-09-09,1528243200000,100.0955
2021-09-09,1528329600000,100.226
2021-09-09,1528416000000,100.135
2021-09-09,1528675200000,100.2358
2021-09-09,1528761600000,100.225
2021-09-09,1528848000000,100.24
2021-09-09,1528934400000,100.268
2021-09-09,1529020800000,100.207
2021-09-09,1529280000000,100.136
2021-09-09,1529366400000,99.978
2021-09-09,1529452800000,100.004
2021-09-09,1529539200000,99.886
2021-09-09,1529625600000,99.928
2021-09-09,1529884800000,99.744
2021-09-09,1529971200000,99.6778
2021-09-09,1530057600000,99.724
2021-09-09,1530144000000,99.563
2021-09-09,1530230400000,99.742
2021-09-09,1530316800000,99.742
2021-09-09,1530489600000,99.568
2021-09-09,1530576000000,99.678
2021-09-09,1530662400000,99.645
2021-09-09,1530748800000,99.705
2021-09-09,1530835200000,99.876
2021-09-09,1531094400000,100.2743
2021-09-09,1531180800000,100.163
2021-09-09,1531267200000,100.086
2021-09-09,1531353600000,100.184
2021-09-09,1531440000000,100.299
2021-09-09,1531699200000,100.25
2021-09-09,1531785600000,100.283
2021-09-09,1531872000000,100.368
2021-09-09,1531958400000,100.289
2021-09-09,1532044800000,100.28
2021-09-09,1532304000000,100.174
2021-09-09,1532390400000,100.295
2021-09-09,1532476800000,100.372
2021-09-09,1532563200000,100.468
2021-09-09,1532649600000,100.504
2021-09-09,1532908800000,100.419
2021-09-09,1532995200000,100.455
2021-09-09,1533081600000,100.3855
2021-09-09,1533168000000,100.278
2021-09-09,1533254400000,100.428
2021-09-09,1533513600000,100.519
2021-09-09,1533600000000,100.61
2021-09-09,1533686400000,100.614
2021-09-09,1533772800000,100.59
2021-09-09,1533859200000,100.4686
2021-09-09,1534118400000,100.303
2021-09-09,1534204800000,100.3412
2021-09-09,1534291200000,100.2665
2021-09-09,1534377600000,100.3098
2021-09-09,1534464000000,100.408
2021-09-09,1534723200000,100.526
2021-09-09,1534809600000,100.5701
2021-09-09,1534896000000,100.628
2021-09-09,1534982400000,100.5821
2021-09-09,1535068800000,100.6837
2021-09-09,1535328000000,100.759
2021-09-09,1535414400000,100.7516
2021-09-09,1535500800000,100.806
2021-09-09,1535587200000,100.73
2021-09-09,1535673600000,100.6453
2021-09-09,1535932800000,100.684
2021-09-09,1536019200000,100.49
2021-09-09,1536105600000,100.375
2021-09-09,1536192000000,100.338
2021-09-09,1536278400000,100.274
2021-09-09,1536537600000,100.281
2021-09-09,1536624000000,100.254
2021-09-09,1536710400000,100.313
2021-09-09,1536796800000,100.381
2021-09-09,1536883200000,100.458
2021-09-09,1537142400000,100.4221
2021-09-09,1537228800000,100.3872
2021-09-09,1537315200000,100.428
2021-09-09,1537401600000,100.592
2021-09-09,1537488000000,100.7142
2021-09-09,1537747200000,100.642
2021-09-09,1537833600000,100.611
2021-09-09,1537920000000,100.652
2021-09-09,1538006400000,100.681
2021-09-09,1538092800000,100.6414
2021-09-09,1538265600000,100.635
2021-09-09,1538352000000,100.676
2021-09-09,1538438400000,100.672
2021-09-09,1538524800000,100.613
2021-09-09,1538611200000,100.29
2021-09-09,1538697600000,100.113
2021-09-09,1538956800000,100.007
2021-09-09,1539043200000,99.9819
2021-09-09,1539129600000,99.672
2021-09-09,1539216000000,99.233
2021-09-09,1539302400000,99.176
2021-09-09,1539561600000,99.1622
2021-09-09,1539648000000,99.37
2021-09-09,1539734400000,99.4458
2021-09-09,1539820800000,99.346
2021-09-09,1539907200000,99.273
2021-09-09,1540166400000,99.167
2021-09-09,1540252800000,98.9
2021-09-09,1540339200000,98.724
2021-09-09,1540425600000,98.644
2021-09-09,1540512000000,98.6086
2021-09-09,1540771200000,98.544
2021-09-09,1540857600000,98.5436
2021-09-09,1540944000000,98.7451
2021-09-09,1541030400000,98.853
2021-09-09,1541116800000,98.823
2021-09-09,1541376000000,98.897
2021-09-09,1541462400000,98.956
2021-09-09,1541548800000,99.194
2021-09-09,1541635200000,99.184
2021-09-09,1541721600000,99.139
2021-09-09,1541980800000,98.932
2021-09-09,1542067200000,98.9298
2021-09-09,1542153600000,98.805
2021-09-09,1542240000000,98.736
2021-09-09,1542326400000,98.809
2021-09-09,1542585600000,98.713
2021-09-09,1542672000000,98.286
2021-09-09,1542758400000,98.322
2021-09-09,1542844800000,98.264
2021-09-09,1542931200000,98.248
2021-09-09,1543190400000,98.405
2021-09-09,1543276800000,98.423
2021-09-09,1543363200000,98.612
2021-09-09,1543449600000,98.811
2021-09-09,1543536000000,98.812
2021-09-09,1543795200000,99.153
2021-09-09,1543881600000,99.063
2021-09-09,1543968000000,98.793
2021-09-09,1544054400000,98.405
2021-09-09,1544140800000,98.427
2021-09-09,1544400000000,98.075
2021-09-09,1544486400000,98.212
2021-09-09,1544572800000,98.389
2021-09-09,1544659200000,98.37
2021-09-09,1544745600000,98.212
2021-09-09,1545004800000,97.984
2021-09-09,1545091200000,97.87
2021-09-09,1545177600000,97.59
2021-09-09,1545264000000,97.235
2021-09-09,1545350400000,96.958
2021-09-09,1545782400000,96.765
2021-09-09,1545868800000,96.804
2021-09-09,1545955200000,97.071
2021-09-09,1546214400000,97.1758
2021-09-09,1546387200000,97.201
2021-09-09,1546473600000,97.203
2021-09-09,1546560000000,97.433
2021-09-09,1546819200000,97.718
2021-09-09,1546905600000,97.816
2021-09-09,1546992000000,98.0745
2021-09-09,1547078400000,98.094
2021-09-09,1547164800000,98.139
2021-09-09,1547424000000,98.057
2021-09-09,1547510400000,98.152
2021-09-09,1547596800000,98.318
2021-09-09,1547683200000,98.345
2021-09-09,1547769600000,98.56
2021-09-09,1548028800000,98.637
2021-09-09,1548115200000,98.575
2021-09-09,1548201600000,98.569
2021-09-09,1548288000000,98.66
2021-09-09,1548374400000,98.85
2021-09-09,1548633600000,98.7045
2021-09-09,1548720000000,98.778
2021-09-09,1548806400000,99.007
2021-09-09,1548892800000,99.289
2021-09-09,1548979200000,99.3527
2021-09-09,1549238400000,99.395
2021-09-09,1549324800000,99.645
2021-09-09,1549411200000,99.648
2021-09-09,1549497600000,99.464
2021-09-09,1549584000000,99.344
2021-09-09,1549843200000,99.37
2021-09-09,1549929600000,99.582
2021-09-09,1550016000000,99.666
2021-09-09,1550102400000,99.678
2021-09-09,1550188800000,99.838
2021-09-09,1550448000000,99.937
2021-09-09,1550534400000,100.0077
2021-09-09,1550620800000,100.0637
2021-09-09,1550707200000,100.003
2021-09-09,1550793600000,100.1422
2021-09-09,1551052800000,100.2617
2021-09-09,1551139200000,100.267
2021-09-09,1551225600000,100.129
2021-09-09,1551312000000,100.05
2021-09-09,1551398400000,100.078
2021-09-09,1551657600000,100.145
2021-09-09,1551744000000,100.072
2021-09-09,1551830400000,100.054
2021-09-09,1551916800000,99.879
2021-09-09,1552003200000,99.766
2021-09-09,1552262400000,99.908
2021-09-09,1552348800000,100.206
2021-09-09,1552435200000,100.274
2021-09-09,1552521600000,100.306
2021-09-09,1552608000000,100.512
2021-09-09,1552867200000,100.606
2021-09-09,1552953600000,100.7
2021-09-09,1553040000000,100.675
2021-09-09,1553126400000,100.807
2021-09-09,1553212800000,100.643
2021-09-09,1553472000000,100.567
2021-09-09,1553558400000,100.62
2021-09-09,1553644800000,100.572
2021-09-09,1553731200000,100.599
2021-09-09,1553817600000,100.709
2021-09-09,1554076800000,100.882
2021-09-09,1554163200000,100.971
2021-09-09,1554249600000,101.005
2021-09-09,1554336000000,101.039
2021-09-09,1554422400000,101.14
2021-09-09,1554681600000,101.13
2021-09-09,1554768000000,101.124
2021-09-09,1554854400000,101.187
2021-09-09,1554940800000,101.1275
2021-09-09,1555027200000,101.118
2021-09-09,1555286400000,101.135
2021-09-09,1555372800000,101.153
2021-09-09,1555459200000,101.044
2021-09-09,1555977600000,101.129
2021-09-09,1556064000000,101.235
2021-09-09,1556150400000,101.142
2021-09-09,1556236800000,101.283
2021-09-09,1556496000000,101.341
2021-09-09,1556582400000,101.368
2021-09-09,1556668800000,101.396
2021-09-09,1556755200000,101.225
2021-09-09,1556841600000,101.35
2021-09-09,1557100800000,101.232
2021-09-09,1557187200000,101.154
2021-09-09,1557273600000,100.968
2021-09-09,1557360000000,100.801
2021-09-09,1557446400000,100.749
2021-09-09,1557705600000,100.553
2021-09-09,1557792000000,100.578
2021-09-09,1557878400000,100.743
2021-09-09,1557964800000,100.875
2021-09-09,1558310400000,100.726
2021-09-09,1558396800000,100.787
2021-09-09,1558483200000,100.817
2021-09-09,1558569600000,100.77
2021-09-09,1558656000000,100.73
2021-09-09,1558915200000,100.765
2021-09-09,1559001600000,100.8
2021-09-09,1559088000000,100.664
2021-09-09,1559260800000,100.641
2021-09-09,1559520000000,100.637
2021-09-09,1559606400000,100.746
2021-09-09,1559779200000,101.059
2021-09-09,1559865600000,101.295
2021-09-09,1560124800000,101.312
2021-09-09,1560211200000,101.439
2021-09-09,1560297600000,101.444
2021-09-09,1560384000000,101.45
2021-09-09,1560470400000,101.424
2021-09-09,1560729600000,101.427
2021-09-09,1560816000000,101.705
2021-09-09,1560902400000,101.93
2021-09-09,1560988800000,102.208
2021-09-09,1561075200000,102.163
2021-09-09,1561334400000,102.209
2021-09-09,1561420800000,102.039
2021-09-09,1561507200000,101.91
2021-09-09,1561593600000,101.959
2021-09-09,1561680000000,102.031
2021-09-09,1561852800000,102.024
2021-09-09,1561939200000,102.235
2021-09-09,1562025600000,102.388
2021-09-09,1562112000000,102.642
2021-09-09,1562198400000,102.729
2021-09-09,1562284800000,102.52
2021-09-09,1562544000000,102.449
2021-09-09,1562630400000,102.3751
