id,Name,Min order Requirenment,1 piece,2-19 pieces, ≥ 20 pieces,images_url,1st_color,small_stock,medium_stock,Large_stock,Gross_Weight,Material,Asian Size
SKU: 18WT004,Wholesale Sexy Woman High Quality V-Neck Flare Sleeve Stitching Beach Blouse,1,US $9.91,US $8.26,US $7.09,"https://image.fashiontiy.com/product_apparel/2018092701415246957.jpg,https://image.fashiontiy.com/200w/product_apparel/2018092701415246957.jpg,https://image.fashiontiy.com/200w/product_apparel/2018032202194011181.jpg,https://image.fashiontiy.com/200w/product_apparel/2018032202193986735.jpg,https://image.fashiontiy.com/200w/product_apparel/2018032202193988263.jpg",White, In Stock , In Stock , In Stock ,120g,Cotton,Do not refer to S/M/L simply. Please confirm your size according to our Size Chart.
