ID,Name,Minimum Order requirenment,color,Quantity and price,Size,images_url,Gross Weight,Material
SKU: QIN1533,Wholesale M-2XL Skull Print Elastic Waist Training Shorts,1,"['Red', 'Black', 'Grey']","[['US$7.75', '1-5 pieces'], ['US$6.93', '6-35 pieces'], ['US$6.61', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020031603232928476.jpg', 'https://image.fashiontiy.com/200w/products/2020031603233149589.jpg', 'https://image.fashiontiy.com/200w/products/2020031603232830286.jpg', 'https://image.fashiontiy.com/200w/products/2020031603232955814.jpg', 'https://image.fashiontiy.com/200w/products/2020031603233070669.jpg', 'https://image.fashiontiy.com/200w/products/2020031603232926952.jpg', 'https://image.fashiontiy.com/200w/products/2020031603232871337.jpg', 'https://image.fashiontiy.com/200w/products/2020031603232825759.jpg', 'https://image.fashiontiy.com/200w/products/2020031603233179246.jpg', 'https://image.fashiontiy.com/200w/products/2020031603233010261.jpg', 'https://image.fashiontiy.com/200w/products/2020031603233154040.jpg']",320g,Cotton Blended
SKU: QIN1534,Wholesale M-2XL Letter Embroidery Design Men Lace-up Breathable Sports Shorts,1,"['Army Green', 'Black', 'Black+White', 'Black+Red']","[['US$6.48', '1-5 pieces'], ['US$5.66', '6-35 pieces'], ['US$5.41', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020031603374331929.jpg', 'https://image.fashiontiy.com/200w/products/2020031603374760432.jpg', 'https://image.fashiontiy.com/200w/products/2020031603374381175.jpg', 'https://image.fashiontiy.com/200w/products/2020031603374342839.jpg', 'https://image.fashiontiy.com/200w/products/2020031603374351086.jpg', 'https://image.fashiontiy.com/200w/products/2020031603374395355.jpg', 'https://image.fashiontiy.com/200w/products/2020031603374718071.jpg', 'https://image.fashiontiy.com/200w/products/2020031603374385146.jpg', 'https://image.fashiontiy.com/200w/products/2020031603374691453.jpg']",270g,Polyester
SKU: QIN1535,Wholesale M-2XL Simple Crown Print Men Drawstring Design Fitness Shorts,1,"['Red', 'Lt.Grey', 'Green', 'D.Grey', 'Black']","[['US$7.54', '1-5 pieces'], ['US$6.73', '6-35 pieces'], ['US$6.42', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020031603565624912.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565614422.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565921389.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565780190.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565557728.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565440189.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565763158.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565538692.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565790783.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565416279.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565454093.jpg', 'https://image.fashiontiy.com/200w/products/2020031603565713207.jpg']",320g,Cotton Blended
SKU: YAN0029,Wholesale M-XXL Men Fashion Contrast Color Zipper Patchwork Sports Pants,1,"['Navy Blue+White', 'Black+Red', 'Black+White', 'Black+Yellow', 'Grey+White', 'Custom Service']","[['US$6.19', '1-5 pieces'], ['US$5.39', '6-35 pieces'], ['US$4.86', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020061203233264047.jpg', 'https://image.fashiontiy.com/200w/products/2020061203235893081.jpg', 'https://image.fashiontiy.com/200w/products/2020061203233239310.jpg', 'https://image.fashiontiy.com/200w/products/2020061203235766435.jpg', 'https://image.fashiontiy.com/200w/products/2020061203233283268.jpg', 'https://image.fashiontiy.com/200w/products/2020061203243612259.jpg', 'https://image.fashiontiy.com/200w/products/2020061203233222011.jpg', 'https://image.fashiontiy.com/200w/products/2020061203235789423.jpg', 'https://image.fashiontiy.com/200w/products/2020061203233239310.jpg', 'https://image.fashiontiy.com/200w/products/2020061203235782041.jpg', 'https://image.fashiontiy.com/200w/products/2020061203235741878.jpg', 'https://image.fashiontiy.com/200w/products/2020061203233277468.jpg', 'https://image.fashiontiy.com/200w/products/2020061203233225483.jpg', 'https://image.fashiontiy.com/200w/products/2020061203233442624.jpg', 'https://image.fashiontiy.com/200w/products/2020111401010799880.jpg']",370g,Polyester
SKU: YAN0035,Wholesale M-3XL Men Fashion Contrast Color Zipper Patchwork Sports Pants,1,"['Black+Red', 'Black+Grey', 'Green+Black']","[['US$11.49', '1-5 pieces'], ['US$10.38', '6-35 pieces'], ['US$9.49', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', '3XL', 'M', 'L', 'XL', 'XXL', '3XL', 'M', 'L', 'XL', 'XXL', '3XL']","['https://image.fashiontiy.com/200w/products/2020061301001923692.jpg', 'https://image.fashiontiy.com/200w/products/2020061301001978038.jpg', 'https://image.fashiontiy.com/200w/products/2020061301001933360.jpg', 'https://image.fashiontiy.com/200w/products/2020061301001968686.jpg', 'https://image.fashiontiy.com/200w/products/2020061301001919840.jpg', 'https://image.fashiontiy.com/200w/products/2020061301002152015.jpg', 'https://image.fashiontiy.com/200w/products/2020061301002125921.jpg', 'https://image.fashiontiy.com/200w/products/2020061301002135198.jpg', 'https://image.fashiontiy.com/200w/products/2020061301002285192.jpg']",470g,Cotton Blended
SKU: YAN0037,Wholesale M-2XL Men Casual Gradient Drawstring Waist Sports Pants,1,"['Red+Grey', 'Red+Black', 'Black+White', 'D.Red+Grey', 'Custom Service']","[['US$5.59', '1-5 pieces'], ['US$4.89', '6-35 pieces'], ['US$4.45', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020061301254698245.jpg', 'https://image.fashiontiy.com/200w/products/2020061301254687721.jpg', 'https://image.fashiontiy.com/200w/products/2020061301254725476.jpg', 'https://image.fashiontiy.com/200w/products/2020061301254747170.jpg', 'https://image.fashiontiy.com/200w/products/2020061301254640182.jpg', 'https://image.fashiontiy.com/200w/products/2020111401010799880.jpg']",460g,Polyester
SKU: YAN0038,Wholesale M-2XL Men Casual Letter Print Drawstring Sports Shorts,1,"['D.Grey', 'White', 'Black', 'Lt.Grey']","[['US$7.19', '1-5 pieces'], ['US$6.27', '6-35 pieces'], ['US$5.66', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020061301575184214.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574967297.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574812316.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574993199.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574975786.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574877598.jpg', 'https://image.fashiontiy.com/200w/products/2020061301575093927.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574920120.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574954249.jpg', 'https://image.fashiontiy.com/200w/products/2020061301575088618.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574828130.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574719489.jpg', 'https://image.fashiontiy.com/200w/products/2020061301575198399.jpg', 'https://image.fashiontiy.com/200w/products/2020061301574892692.jpg', 'https://image.fashiontiy.com/200w/products/2020061301575086475.jpg']",370g,Cotton Blended
SKU: YAN0040,Wholesale S-XXL Men Casual Drawstring Pocket Patchwork Sports Shorts,2,"['Aqua', 'Green', 'White', 'Orange', 'Navy Blue', 'Purple', 'Black', 'Grey', 'Red', 'Yellow', 'Custom Service']","[['US$4.27', '2-5 pieces'], ['US$3.86', '6-35 pieces'], ['US$3.19', ' ≥ 36 pieces']]","['S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL', 'S', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020061302211611787.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211411512.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211551665.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211574343.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211622618.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211634447.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211832826.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211667839.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211847315.jpg', 'https://image.fashiontiy.com/200w/products/2020061302253623375.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211636602.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211610366.jpg', 'https://image.fashiontiy.com/200w/products/2020061302211523984.jpg', 'https://image.fashiontiy.com/200w/products/2020061302273227535.jpg', 'https://image.fashiontiy.com/200w/products/2020061302253612966.jpg', 'https://image.fashiontiy.com/200w/products/2020061302253640802.jpg', 'https://image.fashiontiy.com/200w/products/2020111701012551152.jpg']",200g,Cotton Blended
SKU: YAN0041,Wholesale M-XXL Men Fashion Mesh Drawstring Sports Shorts,1,"['Green', 'White', 'Black', 'Blue', 'Custom Service']","[['US$5.59', '1-5 pieces'], ['US$4.79', '6-35 pieces'], ['US$4.49', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020061302422461091.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422461091.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422411203.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422554153.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422853432.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422675296.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422777497.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422775467.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422591175.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422647666.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422610254.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422726099.jpg', 'https://image.fashiontiy.com/200w/products/2020061302422416815.jpg', 'https://image.fashiontiy.com/200w/products/2020111701012551152.jpg']",200g,Polyester
SKU: YAN0043,Wholesale M-XXL Men Casual Striped Drawstring Sports Shorts,1,"['109Green', '109Apricot', 'Black', '109Orange', 'K35Black', 'K35Grey', 'Custom Service']","[['US$3.79', '1-5 pieces'], ['US$2.99', '6-35 pieces'], ['US$2.68', ' ≥ 36 pieces']]","['M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL', 'M', 'L', 'XL', 'XXL']","['https://image.fashiontiy.com/200w/products/2020061303073348972.jpg', 'https://image.fashiontiy.com/200w/products/2020061303073339621.jpg', 'https://image.fashiontiy.com/200w/products/2020061303073460231.jpg', 'https://image.fashiontiy.com/200w/products/2020061303073361043.jpg', 'https://image.fashiontiy.com/200w/products/2020061303074698799.jpg', 'https://image.fashiontiy.com/200w/products/2020061303073337231.jpg', 'https://image.fashiontiy.com/200w/products/2020061303074785216.jpg', 'https://image.fashiontiy.com/200w/products/2020061303073468971.jpg', 'https://image.fashiontiy.com/200w/products/2020061303111864640.jpg', 'https://image.fashiontiy.com/200w/products/2020061303111842883.jpg', 'https://image.fashiontiy.com/200w/products/2020111701012551152.jpg']",220g,Polyester
